Detailed results on small-scaled data with CO=LC and T=3,,,,,,,,,,,,,,,,,,,
1n30_3,4013.46,4034.6,0.53,43.13,4013.46,0.0,227.0,4013.46,4013.46,0.0,4013.46,0.0,,4013.46,0.0,110.0,110.0,4013.46,0.0
1n30_4,4509.58,4527.78,0.40,41.59,4530.94,0.47,754.0,4509.58,4509.58,0.0,4509.58,0.0,,4509.58,0.0,140.0,14.0,4509.86,0.01
1n30_5,5076.56,5121.98,0.89,40.03,5130.46,1.06,943.0,5076.56,5123.59,0.93,5076.56,0.0,,5076.56,0.0,242.0,45.0,5087.94,0.22
2n30_2,3435.42,3476.16,1.186,40.55,3435.42,0.0,98.0,3435.42,3435.42,0.0,3435.42,0.0,,3435.42,0.0,85.0,85.0,3435.42,0.0
2n30_3,3892.59,3894.46,0.05,42.01,3949.46,1.46,450.0,3892.59,3892.59,0.0,3892.59,0.0,,3892.59,0.0,110.0,110.0,3892.59,0.0
2n30_4,4219.79,4221.81,0.05,49.39,4262.51,1.01,639.0,4219.79,4219.79,0.0,4219.79,0.0,,4219.79,0.0,134.0,66.0,4219.79,0.0
2n30_5,4669.58,4669.58,0.0,51.03,4750.2,1.73,717.0,4669.58,4669.58,0.0,4669.58,0.0,,4669.58,0.0,181.0,181.0,4670.71,0.02
3n30_2,3369.21,3369.21,0.0,44.01,3369.22,0.00,96.0,3369.22,3369.22,0.00,3369.22,0.00,,3369.22,0.0,75.0,75.0,3545.65,5.24
3n30_3,3573.68,3573.68,0.0,47.03,3573.68,0.0,89.0,3573.68,3573.68,0.0,3573.68,0.0,,3573.68,0.0,100.0,100.0,3606.34,0.91
3n30_4,3895.12,3895.12,0.0,47.61,3895.14,0.00,89.0,3895.14,3895.14,0.00,3895.14,0.00,,3895.14,0.0,117.0,117.0,3895.14,0.0
3n30_5,4211.94,4211.94,0.0,40.61,4211.96,0.00,814.0,4211.96,4211.96,0.00,4211.96,0.00,,4211.96,0.0,117.0,117.0,4211.96,0.0
4n30_2,3422.3,3476.28,1.58,45.92,3422.3,0.0,204.0,3422.3,3422.3,0.0,3422.3,0.0,,3422.3,0.0,105.0,105.0,3422.3,0.0
4n30_3,3782.8,3789.35,0.17,38.38,3813.91,0.82,672.0,3782.8,3782.8,0.0,3782.8,0.0,,3782.8,0.0,122.0,122.0,3782.8,0.0
4n30_4,4240.89,4331.9,2.15,47.45,4323.44,1.95,748.0,4240.89,4397.62,3.7,4242.19,0.03,,4240.89,0.0,151.0,151.0,4240.89,0.0
4n30_5,4706.75,4868.7,3.4,36.77,4811.86,2.23,788.0,4706.75,4832.79,2.68,4824.1,2.49,,4706.75,0.0,174.0,174.0,4706.75,0.0
5n30_2,3020.61,3108.35,2.90,46.82,3020.61,0.0,217.0,3020.61,3020.61,0.0,3020.61,0.0,,3020.61,0.0,82.0,82.0,3020.61,0.0
5n30_3,3393.39,3407.58,0.42,44.95,3393.39,0.0,488.0,3393.39,3393.39,0.0,3393.39,0.0,,3393.39,0.0,95.0,95.0,3393.39,0.0
5n30_4,3796.45,3815.33,0.49,45.95,3825.53,0.77,814.0,3796.45,3796.45,0.0,3796.45,0.0,,3796.45,0.0,116.0,116.0,3796.45,0.0
5n30_5,4156.9,4156.9,0.0,43.19,4272.75,2.79,695.0,4156.91,4156.91,0.00,4156.91,0.00,,4156.91,0.0,165.0,165.0,4156.91,0.0
1n35_2,3374.61,3374.61,0.0,54.95,3374.61,0.0,97.0,3374.61,3374.61,0.0,3374.61,0.0,,3374.61,0.0,98.0,98.0,3374.61,0.0
1n35_3,3857.31,3857.31,0.0,55.38,3857.31,0.0,567.0,3857.31,3857.31,0.0,3857.31,0.0,,3857.31,0.0,143.0,143.0,3857.35,0.0
1n35_4,4145.75,4155.88,0.24,57.03,4194.11,1.17,720.0,4145.75,4145.75,0.0,4145.75,0.0,,4145.75,0.0,116.0,116.0,4145.75,0.0
1n35_5,4541.69,4595.05,1.17,57.3,4541.69,0.0,595.0,4541.69,4541.69,0.0,4541.69,0.0,,4541.69,0.0,195.0,195.0,4541.69,0.0
2n35_2,3661.98,3803.4,3.86,58.89,3697.98,0.98,78.0,3661.98,3661.98,0.0,3661.98,0.0,,3661.98,0.0,88.0,88.0,3661.98,0.0
2n35_3,4029.11,4055.63,0.66,59.18,4083.96,1.36,883.0,4029.11,4029.11,0.0,4032.57,0.09,,4029.11,0.0,116.0,116.0,4029.11,0.0
2n35_4,4431.66,4517.45,1.94,53.75,4563.71,2.98,518.0,4431.66,4431.66,0.0,4431.66,0.0,,4432.7,0.02,209.0,209.0,4433.22,0.04
2n35_5,4813.95,4860.31,0.96,58.31,4873.18,1.23,712.0,4813.95,4923.61,2.28,4834.97,0.44,,4813.95,0.0,253.0,151.0,4817.09,0.07
3n35_2,3904.76,4014.48,2.81,62.5,3904.76,0.0,97.0,3904.76,3904.76,0.0,3904.76,0.0,,3904.76,0.0,81.0,81.0,3904.76,0.0
3n35_3,4446.56,4448.28,0.04,58.55,4446.56,0.0,293.0,4446.56,4446.56,0.0,4446.56,0.0,,4446.56,0.0,126.0,126.0,4446.56,0.0
3n35_4,5002.64,5002.64,0.0,55.61,5012.28,0.19,849.0,5002.64,5002.64,0.0,5002.64,0.0,,5002.64,0.0,150.0,150.0,5002.64,0.0
3n35_5,5638.92,5641.83,0.05,57.02,5639.92,0.02,878.0,5638.92,5638.92,0.0,5638.92,0.0,,5638.92,0.0,226.0,226.0,5638.92,0.0
4n35_2,3244.24,3244.24,0.0,57.54,3244.27,0.00,76.0,3244.27,3244.27,0.00,3244.27,0.00,,3244.27,0.0,82.0,82.0,3244.27,0.0
4n35_3,3813.93,3813.93,0.0,54.91,3813.93,0.0,603.0,3813.93,3813.93,0.0,3813.93,0.0,,3813.93,0.0,148.0,19.0,3813.93,0.0
4n35_4,4305.23,4305.23,0.0,57.18,4391.07,1.99,782.0,4305.25,4305.25,0.00,4307.57,0.05,,4305.25,0.0,161.0,161.0,4305.25,0.0
4n35_5,4667.63,4698.45,0.66,54.63,4673.15,0.12,977.0,4667.63,4667.63,0.0,4667.63,0.0,,4667.63,0.0,145.0,145.0,4667.63,0.0
5n35_2,3382.98,3424.17,1.22,62.56,3382.98,0.0,93.0,3382.98,3382.98,0.0,3382.98,0.0,,3382.98,0.0,74.0,74.0,3382.98,0.0
5n35_3,3823.98,3857.69,0.88,62.98,3851.94,0.73,530.0,3823.98,3823.98,0.0,3823.98,0.0,,3823.98,0.0,121.0,121.0,3823.98,0.0
5n35_4,4229.9,4344.06,2.70,60.26,4296.1,1.6,686.0,4229.9,4229.9,0.0,4229.9,0.0,,4229.9,0.0,161.0,161.0,4231.38,0.03
5n35_5,4634.82,4726.15,1.97,62.9,4653.82,0.41,1104.0,4634.82,4634.82,0.0,4634.82,0.0,,4634.82,0.0,203.0,99.0,4635.53,0.02
1n40_2,3725.41,3725.41,0.0,74.71,3725.44,0.00,159.0,3725.44,3725.44,0.00,3725.44,0.00,,3725.44,0.0,104.0,104.0,3824.76,2.67
1n40_3,4265.76,4307.06,0.97,75.02,4265.76,0.0,721.0,4265.76,4265.76,0.0,4265.76,0.0,,4265.76,0.0,172.0,32.0,4296.56,0.72
1n40_4,4766.58,4824.53,1.22,76.36,4982.83,4.54,1166.0,4766.58,4766.58,0.0,4766.58,0.0,,4766.58,0.0,224.0,224.0,4778.91,0.26
1n40_5,5287.12,5445.11,2.99,74.78,5384.48,1.84,1151.0,5287.12,5318.62,0.6,5287.12,0.0,,5287.12,0.0,271.0,171.0,5290.22,0.06
2n40_2,3967.73,4004.64,0.93,84.57,3978.58,0.27,223.0,3967.73,3967.73,0.0,3978.58,0.27,,3967.73,0.0,202.0,202.0,3968.55,0.02
2n40_3,4331.99,4436.24,2.41,94.55,4442.25,2.55,726.0,4331.99,4331.99,0.0,4331.99,0.0,,4331.99,0.0,130.0,130.0,4331.99,0.0
2n40_4,4853.22,4994.02,2.90,116.82,4934.72,1.68,642.0,4853.22,4894.77,0.86,4906.17,1.09,,4853.33,0.0,389.0,389.0,4865.84,0.26
2n40_5,5142.73,5357.49,4.18,102.01,5182.62,0.78,562.0,5142.73,5142.73,0.0,5142.73,0.0,,5142.73,0.0,472.0,251.0,5145.43,0.05
3n40_2,3829.76,3900.38,1.84,102.58,3829.76,0.0,100.0,3829.76,3829.76,0.0,3829.76,0.0,,3829.76,0.0,103.0,103.0,3829.76,0.0
3n40_3,4034.34,4096.49,1.54,80.25,4034.34,0.0,274.0,4034.34,4034.34,0.0,4034.34,0.0,,4034.34,0.0,126.0,126.0,4034.34,0.0
3n40_4,4372.46,4404.03,0.72,82.37,4430.7,1.33,626.0,4372.46,4390.12,0.4,4372.46,0.0,,4372.46,0.0,186.0,16.0,4373.63,0.03
3n40_5,4641.2,4712.16,1.53,102.86,4712.24,1.53,944.0,4641.2,4641.2,0.0,4641.2,0.0,,4641.2,0.0,231.0,231.0,4641.2,0.0
4n40_2,3520.31,3520.31,0.0,71.53,3552.79,0.92,164.0,3520.33,3520.33,0.00,3520.33,0.00,,3520.33,0.0,101.0,101.0,3520.33,0.0
4n40_3,3777.89,3796.35,0.49,69.53,3777.89,0.0,295.0,3777.89,3777.89,0.0,3777.89,0.0,,3777.89,0.0,124.0,124.0,3777.89,0.0
4n40_4,4256.29,4337.92,1.92,138.96,4350.18,2.21,752.0,4256.29,4256.29,0.0,4256.29,0.0,,4256.29,0.0,278.0,278.0,4287.76,0.74
4n40_5,4561.39,4637.23,1.66,111.89,4561.39,0.0,1015.0,4561.39,4561.39,0.0,4561.39,0.0,,4561.39,0.0,189.0,189.0,4561.39,0.0
5n40_2,3630.77,3751.77,3.33,74.77,3630.77,0.0,251.0,3630.77,3630.77,0.0,3630.77,0.0,,3630.77,0.0,115.0,115.0,3630.77,0.0
5n40_3,4074.85,4205.84,3.21,116.16,4140.83,1.62,717.0,4074.85,4074.85,0.0,4103.83,0.71,,4074.85,0.0,157.0,157.0,4087.86,0.32
5n40_4,4491.35,4491.94,0.01,127.62,4504.59,0.29,1053.0,4491.35,4491.35,0.0,4501.73,0.23,,4486.15,-0.12,158.0,69.0,4491.17,0.0
5n40_5,4781.31,4995.96,4.49,111.49,5121.79,7.12,856.0,4781.31,4781.31,0.0,4938.99,3.3,,4781.31,0.0,243.0,243.0,4781.32,0.0
1n45_2,3794.63,4017.19,5.87,99.65,3794.63,0.0,308.0,3794.63,3794.63,0.0,3794.63,0.0,,3794.63,0.0,116.0,116.0,3827.02,0.85
1n45_3,4254.07,4288.91,0.82,106.27,4254.07,0.0,970.0,4254.07,4254.07,0.0,4254.07,0.0,,4254.07,0.0,199.0,199.0,4291.56,0.88
1n45_4,4706.35,4708.63,0.05,92.79,4944.29,5.06,919.0,4706.35,4706.35,0.0,4706.35,0.0,,4706.35,0.0,201.0,23.0,4708.31,0.04
1n45_5,5186.82,5186.82,0.0,103.3,5333.59,2.83,953.0,5186.87,5255.21,1.32,5186.87,0.00,,5186.87,0.0,293.0,293.0,5187.07,0.0
2n45_2,3919.38,3925.15,0.15,102.37,3919.38,0.0,230.0,3919.38,3919.38,0.0,3919.38,0.0,,3919.38,0.0,115.0,115.0,3919.38,0.0
2n45_3,4480.62,4497.38,0.37,97.76,4864.23,8.56,944.0,4480.62,4480.62,0.0,4480.62,0.0,,4480.62,0.0,165.0,165.0,4518.34,0.84
2n45_4,5057.12,5078.36,0.42,108.97,5245.03,3.72,943.0,5057.12,5059.92,0.06,5057.12,0.0,,5057.12,0.0,182.0,182.0,5057.47,0.01
2n45_5,5707.6,5851.54,2.52,107.47,5861.5,2.7,945.0,5707.6,5765.3,1.0,5707.6,0.0,,5707.6,0.0,254.0,254.0,5728.67,0.37
3n45_2,3814.88,3890.84,1.99,121.9,3814.88,0.0,140.0,3814.88,3814.88,0.0,3814.88,0.0,,3814.88,0.0,106.0,106.0,3814.88,0.0
3n45_3,3960.58,3964.06,0.08,105.43,3960.58,0.0,140.0,3960.58,3960.58,0.0,3960.58,0.0,,3960.58,0.0,106.0,106.0,3960.58,0.0
3n45_4,4207.66,4252.9,1.08,103.7,4207.66,0.0,358.0,4207.66,4207.66,0.0,4207.66,0.0,,4207.66,0.0,147.0,147.0,4207.66,0.0
3n45_5,4500.86,4563.68,1.40,105.95,4598.76,2.18,959.0,4500.86,4500.86,0.0,4500.86,0.0,,4500.86,0.0,223.0,223.0,4502.01,0.03
4n45_2,4189.42,4282.32,2.22,111.01,4220.46,0.74,956.0,4189.42,4225.3,0.86,4213.76,0.58,,4189.42,0.0,175.0,12.0,4210.41,0.5
4n45_3,4653.32,4654.3,0.02,90.41,4725.32,1.55,866.0,4653.32,4653.32,0.0,4653.32,0.0,,4653.32,0.0,188.0,26.0,4653.35,0.0
4n45_4,5206.42,5233.37,0.52,124.49,5581.96,7.21,622.0,5206.42,5206.42,0.0,5513.55,5.9,,5206.42,0.0,228.0,24.0,5234.92,0.55
4n45_5,5801.84,5884.02,1.42,116.76,6125.15,5.57,896.0,5801.84,5974.69,2.98,5801.84,0.0,,5801.84,0.0,483.0,483.0,5810.49,0.15
5n45_2,3638.15,3672.0,0.93,104.48,3654.73,0.46,403.0,3638.15,3638.15,0.0,3638.15,0.0,,3638.15,0.0,135.0,135.0,3638.15,0.0
5n45_3,3866.85,3866.85,0.0,108.2,3867.81,0.02,923.0,3866.85,3866.85,0.0,3879.69,0.33,,3866.85,0.0,167.0,167.0,3866.85,0.0
5n45_4,4149.39,4195.64,1.11,137.01,4208.15,1.42,727.0,4149.39,4188.41,0.94,4163.25,0.33,,4149.39,0.0,222.0,222.0,4149.48,0.0
5n45_5,4340.57,4340.57,0.0,99.37,4342.35,0.04,764.0,4340.57,4400.87,1.39,4371.67,0.72,,4340.57,0.0,259.0,259.0,4340.57,0.0
1n50_2,4272.27,4357.21,1.99,139.88,4272.27,0.0,893.0,4272.27,4272.27,0.0,4272.27,0.0,,4272.27,0.0,196.0,196.0,4272.27,0.0
1n50_3,4907.25,4973.93,1.36,152.88,5343.9,8.90,1614.0,4907.25,4907.25,0.0,4907.25,0.0,,4907.25,0.0,225.0,225.0,4907.25,0.0
1n50_4,5560.23,5564.05,0.07,126.87,5604.69,0.8,799.0,5560.23,5636.21,1.37,5583.29,0.41,,5560.23,0.0,269.0,269.0,5560.23,0.0
1n50_5,6190.25,6254.21,1.03,159.71,6627.01,7.06,1210.0,6190.25,6422.42,3.75,6243.53,0.86,,6190.25,0.0,235.0,86.0,6211.41,0.34
2n50_2,4550.36,4591.3,0.90,178.73,4572.4,0.48,121.0,4550.36,4550.36,0.0,4550.36,0.0,,4550.36,0.0,145.0,145.0,4550.36,0.0
2n50_3,5237.83,5273.69,0.68,177.33,5398.79,3.07,1191.0,5237.83,5237.83,0.0,5370.49,2.53,,5237.83,0.0,262.0,262.0,5238.43,0.01
2n50_4,5871.4,5871.4,0.0,144.06,6025.94,2.63,2124.0,5871.46,5896.93,0.43,5957.81,1.47,,5871.46,0.0,361.0,141.0,5892.9,0.37
2n50_5,6417.72,6417.72,0.0,162.93,6889.98,7.36,1662.0,6417.85,6417.85,0.00,6417.85,0.00,,6417.99,0.0,360.0,218.0,6424.47,0.11
3n50_2,4401.96,4596.81,4.43,118.34,4892.86,11.15,259.0,4401.96,4401.96,0.0,4401.96,0.0,,4401.96,0.0,173.0,173.0,4524.68,2.79
3n50_3,4811.7,4864.44,1.10,142.68,5222.09,8.53,1726.0,4811.7,4860.96,1.02,4815.92,0.09,,4809.14,-0.05,354.0,144.0,4907.18,1.98
3n50_4,5200.1,5305.53,2.03,253.26,5642.64,8.51,1199.0,5200.1,5200.1,0.0,5201.62,0.03,,5200.1,0.0,283.0,283.0,5200.36,0.0
3n50_5,5733.28,5788.75,0.97,213.17,5947.09,3.73,1533.0,5733.28,5902.55,2.95,5762.02,0.5,,5713.44,-0.35,515.0,370.0,5735.11,0.03
4n50_2,4319.84,4584.84,6.13,111.38,4319.84,0.0,78.0,4319.84,4319.84,0.0,4319.84,0.0,,4319.84,0.0,154.0,154.0,4319.84,0.0
4n50_3,4943.44,4951.84,0.17,115.94,4949.2,0.12,997.0,4943.44,4943.44,0.0,4943.44,0.0,,4943.44,0.0,282.0,101.0,4944.79,0.03
4n50_4,5610.72,5621.01,0.18,115.16,5670.82,1.07,1137.0,5610.72,5610.72,0.0,5610.72,0.0,,5610.92,0.0,492.0,269.0,5614.14,0.06
4n50_5,6311.76,6339.18,0.43,111.89,6487.01,2.78,1400.0,6311.76,6415.81,1.65,6311.76,0.0,,6311.76,0.0,259.0,259.0,6322.21,0.17
5n50_2,4246.17,4265.76,0.46,130.39,4272.29,0.62,268.0,4246.17,4246.17,0.0,4246.17,0.0,,4246.17,0.0,195.0,17.0,4246.2,0.0
5n50_3,4767.0,4871.02,2.18,173.7,4809.36,0.89,910.0,4767.0,4767.0,0.0,4767.0,0.0,,4767.0,0.0,210.0,210.0,4767.0,0.0
5n50_4,5444.55,5524.12,1.46,211.26,5532.84,1.62,1538.0,5444.55,5520.34,1.39,5467.5,0.42,,5411.67,-0.6,331.0,331.0,5419.98,-0.45
5n50_5,5912.49,5912.49,0.0,113.63,6419.36,8.57,1304.0,5912.51,5912.51,0.00,5912.51,0.00,,5912.51,0.0,352.0,352.0,5912.52,0.0